flightNumber;dep_airport_code;arr_airport_code;plane;dep_weather_desc;dep_date
IBB500;LPA;ACE;BOMBARDIER CRJ-1000;Nubes altas;14/04/18
IBB452;TFN;ACE;ATR-42/72;Despejado;14/04/18
CNF703;LPA;ACE;ATR-72;Nubes altas;14/04/18
VLG3160;SVQ;ACE;AIRBUS A320;Nubes altas;14/04/18
VLG3280;BIO;ACE;AIRBUS A320;Nubes altas;14/04/18
IBB506;LPA;ACE;ATR-72;Nubes altas;14/04/18
AEA9073;MAD;ACE;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
AEA9447;LPA;ACE;ATR-72;Nubes altas;14/04/18
VLG2480;BCN;ACE;32A;Abertura de claros;14/04/18
IBB605;TFN;SPC;ATR-42/72;Despejado;14/04/18
IBB309;LPA;SPC;ATR-72;Nubes altas;14/04/18
CNF412;TFN;SPC;ATR-72;Despejado;14/04/18
IBB607;TFN;SPC;ATR-42/72;Despejado;14/04/18
AEA9461;TFN;SPC;ATR-72;Despejado;14/04/18
IBB611;TFN;SPC;ATR-42/72;Despejado;14/04/18
CNF418;TFN;SPC;ATR-72;Despejado;14/04/18
IBB609;TFN;SPC;ATR-42/72;Despejado;14/04/18
AEA9463;TFN;SPC;ATR-72;Despejado;14/04/18
IBB619;TFN;SPC;ATR-72;Despejado;14/04/18
IBB621;TFN;SPC;ATR-42/72;Despejado;14/04/18
IBS3842;MAD;SPC;AIRBUS A320;Nubes altas;14/04/18
CNF452;TFN;SPC;ATR-72;Despejado;14/04/18
IBB631;TFN;SPC;ATR-42/72;Despejado;14/04/18
IBE2228;TFN;SPC;ATR-42/72;Despejado;17/04/18
VLG3248;BCN;SPC;AIRBUS A320;Abertura de claros;14/04/18
AEA9465;TFN;SPC;ATR-72;Despejado;14/04/18
RYR6321;VLL;BCN;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
IBE8221;RJL;MAD;CANADAIR CRJ-200;Nubes altas;14/04/18
RYR6320;BCN;VLL;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
RYR2036;VIT;SVQ;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
IBE8661;VIT;MAH;BOMBARDIER CRJ-1000;Abertura de claros;14/04/18
IBB650;GMZ;TFN;ATR-72;Despejado;14/04/18
IBB652;GMZ;TFN;ATR-72;Despejado;14/04/18
IBE8524;MAD;PNA;CANADAIR CRJ-200;Nubes altas;14/04/18
IBE8526;MAD;PNA;BOMBARDIER CRJ-1000;Nubes altas;14/04/18
RYR2035;SVQ;VIT;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
IBE8660;MAH;VIT;BOMBARDIER CRJ-1000;Lluvia moderada;14/04/18
IBB651;TFN;GMZ;ATR-42/72;Despejado;14/04/18
IBB653;TFN;GMZ;ATR-42/72;Despejado;14/04/18
IBE2244;TFN;GMZ;ATR-72;Despejado;17/04/18
RYR7235;ZAZ;BVA;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
WZZ3192;ZAZ;OTP;AIRBUS A320;Nubes altas;14/04/18
AEA4032;ZAZ;PMI;EMBRAER ERJ-195;Nubes altas;14/04/18
WZZ3418;ZAZ;CLJ;AIRBUS A320;Nubes altas;14/04/18
RYR2635;ZAZ;STN;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
IBE8317;EAS;MAD;ATR-72;Nubes altas;14/04/18
VLG2487;EAS;BCN;AIRBUS A319;Nubes altas;14/04/18
IBE8327;EAS;MAD;ATR-72;Nubes altas;14/04/18
IBE8319;EAS;MAD;ATR-72;Nubes altas;14/04/18
IBE8329;EAS;MAD;ATR-72;Nubes altas;14/04/18
VLG2489;EAS;BCN;AIRBUS A319;Nubes altas;14/04/18
IBB656;VDE;TFN;ATR-72;Despejado;14/04/18
IBB660;VDE;TFN;ATR-42/72;Despejado;14/04/18
IBB664;VDE;TFN;ATR-72;Despejado;14/04/18
IBB366;VDE;LPA;ATR-72;Despejado;14/04/18
CNF248;VDE;TFN;ATR-72;Despejado;14/04/18
IBB674;VDE;TFN;ATR-72;Despejado;14/04/18
RYR2212;REU;EIN;BOEING 737-800 WINGLETS;Cubierto de nubes altas y medias;14/04/18
RYR1115;REU;DUB;BOEING 737-800 WINGLETS;Cubierto de nubes altas y medias;14/04/18
RYR1865;REU;SNN;BOEING 737-800 WINGLETS;Cubierto de nubes altas y medias;14/04/18
RYR3843;REU;STN;BOEING 737-800 WINGLETS;Cubierto de nubes altas y medias;14/04/18
EZY2208;REU;LTN;AIRBUS A319;Cubierto de nubes altas y medias;14/04/18
RYR2829;REU;CRL;BOEING 737-800 WINGLETS;Cubierto de nubes altas y medias;14/04/18
AEA7232;LCG;MAD;EMBRAER ERJ-195;Chubascos dispersos;14/04/18
IBE0511;LCG;MAD;AIRBUS A319;Chubascos dispersos;14/04/18
VLG1293;LCG;BCN;32A;Chubascos dispersos;14/04/18
TAP1085;LCG;LIS;ATR-72;Chubascos dispersos;14/04/18
VLG3971;LCG;PMI;32A;Chubascos dispersos;14/04/18
AEA7234;LCG;MAD;EMBRAER ERJ-195;Chubascos dispersos;14/04/18
IBE0513;LCG;MAD;AIRBUS A320;Chubascos dispersos;14/04/18
AEA7236;LCG;MAD;EMBRAER ERJ-195;Chubascos dispersos;14/04/18
BMS2904;MAD;BCM;BOEING 737-400;Nubes altas;14/04/18
AEE703;MAD;ATH;AIRBUS A321;Nubes altas;14/04/18
AZA059;MAD;FCO;AIRBUS A320;Nubes altas;14/04/18
KLM1698;MAD;AMS;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
RYR3011;MAD;TLS;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
DLH1121;MAD;FRA;AIRBUS A321;Nubes altas;14/04/18
RYR5993;MAD;STN;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
RYR2526;MAD;SXF;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
IBE8861;SDR;MAD;BOMBARDIER CRJ-1000;Nubes altas;14/04/18
RYR6385;SDR;BCN;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
IBE0555;SDR;MAD;AIRBUS A319;Nubes altas;14/04/18
RYR4793;SDR;BGY;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
RYR2594;SDR;AGP;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
RYR2215;SDR;VLC;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
IBE0557;SDR;MAD;AIRBUS A319;Nubes altas;14/04/18
RYR1573;SDR;SXF;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
IBE8261;MLN;AGP;ATR-72;Despejado;14/04/18
IBE8789;MLN;MAD;ATR-72;Despejado;14/04/18
AEA5002;MLN;AGP;ATR-72;Despejado;14/04/18
IBE8273;MLN;AGP;ATR-72;Despejado;14/04/18
IBE8263;MLN;AGP;ATR-72;Despejado;14/04/18
IBE8269;MLN;AGP;ATR-72;Despejado;14/04/18
IBE8793;MLN;MAD;ATR-72;Despejado;14/04/18
IBE8271;MLN;AGP;ATR-72;Despejado;14/04/18
IBE0407;XRY;MAD;AIRBUS A320;Nubes altas;14/04/18
LGL688;XRY;LUX;BOEING 737-700 WINGLETS;Nubes altas;14/04/18
DE1723;XRY;MUC;AIRBUS A320;Nubes altas;14/04/18
DE1565;XRY;HAM;AIRBUS A320;Nubes altas;14/04/18
IBE0411;XRY;MAD;32A;Nubes altas;14/04/18
VLG2615;XRY;BIO;32A;Nubes altas;14/04/18
VLG2287;XRY;BCN;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
IBE0405;XRY;MAD;AIRBUS A320;Nubes altas;14/04/18
RYR1284;XRY;BCN;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
IBE8603;LEI;MAD;BOMBARDIER CRJ-1000;Despejado;14/04/18
LGL694;LEI;LUX;BOEING 737-800 WINGLETS;Despejado;14/04/18
JAF6944;LEI;BRU;EMBRAER 190;Despejado;14/04/18
IBE8595;LEI;MAD;CANADAIR CRJ-900;Despejado;14/04/18
EZY8164;LEI;LGW;AIRBUS A320;Despejado;14/04/18
VLG1252;LEI;BCN;32A;Despejado;14/04/18
IBE8577;LEI;MAD;CANADAIR CRJ-200;Despejado;14/04/18
IBE8601;LEI;MAD;BOMBARDIER CRJ-1000;Despejado;14/04/18
BAW421;LEI;LHR;AIRBUS A319;Despejado;14/04/18
TRA5644;LEI;RTM;BOEING 737-700 WINGLETS;Despejado;14/04/18
RYR7319;LEI;DUB;BOEING 737-800 WINGLETS;Despejado;14/04/18
MLD598;BCN;KIV;AIRBUS A319;Abertura de claros;14/04/18
IBE2601;BCN;EZE;AIRBUS A330-200;Abertura de claros;14/04/18
VLG8036;BCN;ORY;AIRBUS A319;Abertura de claros;14/04/18
THY1852;BCN;IST;32B;Abertura de claros;14/04/18
RYR6341;BCN;FCO;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
AFR1449;BCN;CDG;AIRBUS A320;Abertura de claros;14/04/18
RYR6353;BCN;BGY;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
RYR2918;BCN;BRU;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
KLM1662;BCN;AMS;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
VLG1572;OVD;BCN;AIRBUS A320;Nubes altas;14/04/18
VOE3590;OVD;PMI;BOEING 717;Nubes altas;14/04/18
VLG1574;OVD;BCN;AIRBUS A320;Nubes altas;14/04/18
IBE0479;OVD;MAD;AIRBUS A320;Nubes altas;14/04/18
IBE0475;OVD;MAD;AIRBUS A320;Nubes altas;14/04/18
VLG3139;OVD;ACE;AIRBUS A320;Nubes altas;14/04/18
IBS3613;OVD;TFN;AIRBUS A320;Nubes altas;14/04/18
IBS3610;OVD;LHR;AIRBUS A320;Nubes altas;14/04/18
TAP1113;OVD;LIS;ATR-72;Nubes altas;14/04/18
IBE0537;VGO;MAD;AIRBUS A319;Lluvia débil;14/04/18
AEA7311;VGO;MAD;EMBRAER ERJ-195;Lluvia débil;14/04/18
VLG1703;VGO;BCN;BOEING 737-800 WINGLETS;Lluvia débil;14/04/18
IBE0531;VGO;MAD;AIRBUS A319;Lluvia débil;14/04/18
RYR7142;VGO;EDI;BOEING 737-800 WINGLETS;Lluvia débil;14/04/18
AEA7315;VGO;MAD;EMBRAER ERJ-195;Lluvia débil;14/04/18
IBE0533;VGO;MAD;AIRBUS A319;Lluvia débil;14/04/18
EVE1124;VGO;ALC;AIRBUS A320;Lluvia débil;14/04/18
TAP1141;VGO;LIS;ATR-72;Lluvia débil;14/04/18
AEA7317;VGO;MAD;EMBRAER ERJ-195;Lluvia débil;14/04/18
IBE8639;GRX;MAD;CANADAIR CRJ-900;Cubierto de nubes altas y medias;14/04/18
VLG2011;GRX;BCN;32B;Cubierto de nubes altas y medias;14/04/18
IBE8641;GRX;MAD;BOMBARDIER CRJ-1000;Cubierto de nubes altas y medias;14/04/18
VLG2021;GRX;BCN;AIRBUS A320;Cubierto de nubes altas y medias;14/04/18
AEA5200;GRX;PMI;EMBRAER ERJ-195;Cubierto de nubes altas y medias;14/04/18
IBE8645;GRX;MAD;BOMBARDIER CRJ-1000;Cubierto de nubes altas y medias;14/04/18
IBE8649;GRX;MAD;CANADAIR CRJ-900;Cubierto de nubes altas y medias;14/04/18
VLG2015;GRX;BCN;AIRBUS A320;Cubierto de nubes altas y medias;14/04/18
VLG8727;GRX;CDG;AIRBUS A320;Cubierto de nubes altas y medias;14/04/18
EZY8172;GRX;LGW;AIRBUS A319;Cubierto de nubes altas y medias;14/04/18
VLG2017;GRX;BCN;AIRBUS A321;Cubierto de nubes altas y medias;14/04/18
BEL3716;BIO;BRU;AIRBUS A319;Nubes altas;14/04/18
IBE0443;BIO;MAD;32A;Nubes altas;14/04/18
VOE3516;BIO;MLA;BOEING 717;Nubes altas;14/04/18
KLM1684;BIO;AMS;EMBRAER 190;Nubes altas;14/04/18
DLH1147;BIO;FRA;32A;Nubes altas;14/04/18
VLG2506;BIO;SVQ;AIRBUS A320;Nubes altas;13/04/18
VLG3280;BIO;ACE;AIRBUS A320;Nubes altas;14/04/18
AFR1377;BIO;CDG;EMBRAER 190;Nubes altas;14/04/18
TAP1065;BIO;LIS;ATR-42/72;Nubes altas;14/04/18
VLG3260;BIO;TFN;32A;Nubes altas;14/04/18
DLH1829;BIO;MUC;AIRBUS A320;Nubes altas;14/04/18
AEA7505;BIO;PMI;EMBRAER ERJ-195;Nubes altas;14/04/18
VLG2854;PMI;ORY;AIRBUS A320;Lluvia;14/04/18
EZY1514;PMI;GVA;32A;Lluvia;14/04/18
RYR2052;PMI;MAD;BOEING 737-800 WINGLETS;Lluvia;14/04/18
IBS3917;PMI;MAD;AIRBUS A320;Lluvia;14/04/18
VLG1225;PMI;LYS;AIRBUS A320;Lluvia;14/04/18
IBK6700;PMI;DUS;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR6363;PMI;BCN;BOEING 737-800 WINGLETS;Lluvia;14/04/18
IBK6650;PMI;ARN;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR8235;PMI;BRS;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR716;PMI;BVA;BOEING 737-800 WINGLETS;Lluvia;14/04/18
AEA6006;PMI;BCN;BOEING 737-800 WINGLETS;Lluvia;14/04/18
VLG3915;PMI;BCN;AIRBUS A320;Lluvia;14/04/18
AEA4033;PMI;ZAZ;EMBRAER ERJ-195;Lluvia;14/04/18
IBE8999;VLC;MAD;BOMBARDIER CRJ-1000;Abertura de claros;14/04/18
AEA1005;VLC;CDG;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
TAP1095;VLC;LIS;ATR-42/72;Abertura de claros;14/04/18
RYR4632;VLC;BGY;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
RYR2256;VLC;CGN;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
DLH1165;VLC;FRA;AIRBUS A321;Abertura de claros;14/04/18
IBE8636;VLC;PMI;CANADAIR CRJ-900;Abertura de claros;14/04/18
RYR9678;VLC;CIA;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
IBE8840;VLC;SVQ;ATR-72;Abertura de claros;14/04/18
IBE8948;VLC;BIO;BOMBARDIER CRJ-1000;Abertura de claros;14/04/18
VLG6244;VLC;FCO;AIRBUS A320;Abertura de claros;14/04/18
RYR2218;VLC;HAM;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
IBB655;TFN;VDE;ATR-42/72;Despejado;14/04/18
IBB659;TFN;VDE;ATR-42/72;Despejado;14/04/18
IBB663;TFN;VDE;ATR-42/72;Despejado;14/04/18
IBB365;LPA;VDE;ATR-72;Nubes altas;14/04/18
CNF247;TFN;VDE;ATR-42/72;Despejado;14/04/18
IBB673;TFN;VDE;ATR-42/72;Despejado;14/04/18
VLG2486;BCN;EAS;AIRBUS A319;Abertura de claros;14/04/18
IBE8314;MAD;EAS;ATR-72;Nubes altas;14/04/18
IBE8316;MAD;EAS;ATR-72;Nubes altas;14/04/18
IBE8322;MAD;EAS;ATR-72;Nubes altas;14/04/18
VLG2488;BCN;EAS;AIRBUS A319;Abertura de claros;14/04/18
IBE8324;MAD;EAS;ATR-72;Nubes altas;14/04/18
JAF6902;MJV;ANR;EMBRAER 190;Abertura de claros;14/04/18
RYR2155;MJV;BHX;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
EZY8550;MJV;LGW;AIRBUS A319;Abertura de claros;14/04/18
EZY6014;MJV;BRS;AIRBUS A319;Abertura de claros;14/04/18
RYR1925;MJV;EMA;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
RYR4117;MJV;MAN;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
NAX1703;MJV;OSL;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
RYR3453;MJV;LTN;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
EZY7426;MJV;SEN;AIRBUS A319;Abertura de claros;14/04/18
BAW449;MJV;LHR;32A;Abertura de claros;14/04/18
RYR8027;MJV;STN;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
EZY8554;MJV;LGW;AIRBUS A320;Abertura de claros;14/04/18
RYR7095;MJV;DUB;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
RYR6384;BCN;SDR;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
IBE0554;MAD;SDR;AIRBUS A319;Nubes altas;14/04/18
RYR2593;AGP;SDR;BOEING 737-800 WINGLETS;Despejado;14/04/18
RYR2214;VLC;SDR;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
IBE0556;MAD;SDR;AIRBUS A319;Nubes altas;14/04/18
VLG1876;AGP;CPH;AIRBUS A320;Despejado;14/04/18
SAS6232;AGP;AAR;32A;Despejado;14/04/18
SAS6354;AGP;OSL;32A;Despejado;14/04/18
VLG8366;AGP;AMS;AIRBUS A320;Despejado;14/04/18
IBK5108;AGP;HAM;BOEING 737-800 WINGLETS;Despejado;14/04/18
AEA1039;AGP;CDG;BOEING 737-800 WINGLETS;Despejado;14/04/18
IBK5140;AGP;WAW;BOEING 737-800 WINGLETS;Despejado;14/04/18
RYR2044;AGP;DTM;BOEING 737-800 WINGLETS;Despejado;14/04/18
RYR2588;AGP;KRK;BOEING 737-800 WINGLETS;Despejado;14/04/18
RYR9893;AGP;LPL;BOEING 737-800 WINGLETS;Despejado;14/04/18
VLG2985;AGP;NTE;AIRBUS A320;Despejado;14/04/18
TAP1137;AGP;LIS;ATR-42/72;Despejado;14/04/18
RYR5945;AGP;BOH;BOEING 737-800 WINGLETS;Despejado;14/04/18
VLG2608;AGP;BIO;AIRBUS A320;Despejado;14/04/18
RYR2531;AGP;BLL;BOEING 737-800 WINGLETS;Despejado;14/04/18
IBS3835;LPA;MAD;AIRBUS A321;Nubes altas;14/04/18
RYR4504;LPA;KRK;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
RYR2565;LPA;HAM;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
RYR3163;LPA;EMA;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
VLG3186;LPA;NTE;AIRBUS A320;Nubes altas;14/04/18
AEA9403;LPA;TFN;ATR-72;Nubes altas;14/04/18
AEA9431;LPA;FUE;ATR-72;Nubes altas;14/04/18
VLG3001;LPA;BCN;AIRBUS A321;Nubes altas;14/04/18
AEA9018;LPA;MAD;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
IBB200;LPA;FUE;ATR-72;Nubes altas;14/04/18
RYR3802;LPA;LPL;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
IBB500;LPA;ACE;BOMBARDIER CRJ-1000;Nubes altas;14/04/18
DK1507;LPA;SVG;32B;Nubes altas;14/04/18
IBK5800;LPA;BCN;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
IBB309;LPA;SPC;ATR-72;Nubes altas;14/04/18
VLG3215;TFN;BCN;32B;Despejado;14/04/18
IBS3945;TFN;MAD;AIRBUS A320;Despejado;14/04/18
IBB452;TFN;ACE;ATR-42/72;Despejado;14/04/18
IBB414;TFN;FUE;ATR-42/72;Despejado;14/04/18
IBK6378;TFN;MAD;BOEING 737-800 WINGLETS;Despejado;14/04/18
AEA9045;TFN;MAD;BOEING 737-800 WINGLETS;Despejado;14/04/18
IBB605;TFN;SPC;ATR-42/72;Despejado;14/04/18
CNF412;TFN;SPC;ATR-72;Despejado;14/04/18
IBB655;TFN;VDE;ATR-42/72;Despejado;14/04/18
AEA9404;TFN;LPA;ATR-72;Despejado;14/04/18
CNF612;TFN;LPA;ATR-42/72;Despejado;14/04/18
IBB102;TFN;LPA;BOMBARDIER CRJ-1000;Despejado;14/04/18
IBB607;TFN;SPC;ATR-42/72;Despejado;14/04/18
AEA9461;TFN;SPC;ATR-72;Despejado;14/04/18
IBB108;TFN;LPA;BOMBARDIER CRJ-1000;Despejado;14/04/18
IBB611;TFN;SPC;ATR-42/72;Despejado;14/04/18
RYR6457;IBZ;CRL;BOEING 737-800 WINGLETS;Llovizna;14/04/18
IBE8101;IBZ;PMI;BOMBARDIER CRJ-1000;Llovizna;14/04/18
AEA1701;IBZ;PMI;ATR-72;Llovizna;14/04/18
EWG5861;IBZ;VIE;32A;Llovizna;14/04/18
RYR8137;IBZ;BCN;BOEING 737-800 WINGLETS;Llovizna;14/04/18
VLG3541;IBZ;BCN;32A;Llovizna;14/04/18
RYR5355;IBZ;MAD;BOEING 737-800 WINGLETS;Llovizna;14/04/18
EWG545;IBZ;CGN;BOEING 737-800 WINGLETS;Llovizna;14/04/18
VLG3434;IBZ;MAD;AIRBUS A320;Llovizna;14/04/18
RYR8333;IBZ;BGY;BOEING 737-800 WINGLETS;Llovizna;14/04/18
TRA5672;IBZ;AMS;BOEING 737-800 WINGLETS;Llovizna;14/04/18
IBE8105;IBZ;PMI;BOMBARDIER CRJ-1000;Llovizna;14/04/18
VLG8181;IBZ;ORY;AIRBUS A321;Llovizna;14/04/18
AEA1703;IBZ;PMI;ATR-72;Llovizna;14/04/18
IBE8678;IBZ;SCQ;BOMBARDIER CRJ-1000;Llovizna;14/04/18
TRA6514;IBZ;EIN;BOEING 737-800 WINGLETS;Llovizna;14/04/18
VLG3306;IBZ;FCO;AIRBUS A320;Llovizna;14/04/18
AEA5001;AGP;MLN;ATR-72;Despejado;14/04/18
IBE8262;AGP;MLN;ATR-72;Despejado;14/04/18
IBE8792;MAD;MLN;ATR-72;Nubes altas;14/04/18
IBE8268;AGP;MLN;ATR-72;Despejado;14/04/18
IBE8264;AGP;MLN;ATR-72;Despejado;14/04/18
IBE8270;AGP;MLN;ATR-72;Despejado;14/04/18
IBE8798;MAD;MLN;ATR-72;Nubes altas;14/04/18
IBE8272;AGP;MLN;ATR-72;Despejado;14/04/18
FIN1726;ALC;HEL;AIRBUS A319;Nubes altas;14/04/18
ANE8397;ALC;MAD;BOMBARDIER CRJ-1000;Nubes altas;14/04/18
AAL8584;ALC;MAD;BOMBARDIER CRJ-1000;Nubes altas;14/04/18
VLG7396;ALC;ALG;32A;Nubes altas;14/04/18
RYR2408;ALC;FMM;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
IBK5350;ALC;ARN;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
VLG8253;ALC;ORY;AIRBUS A320;Nubes altas;14/04/18
RYR7522;ALC;EIN;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
VLG3934;ALC;PMI;32A;Nubes altas;14/04/18
VLG1311;ALC;BCN;32A;Nubes altas;14/04/18
IBK5376;ALC;BLL;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
RYR5598;ALC;HAU;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
RYR9066;ALC;BLL;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
IBK5358;ALC;GOT;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
EXS1412;ALC;STN;BOEING 737-800;Nubes altas;14/04/18
IBK5320;ALC;OSL;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
RYR2714;ALC;LGW;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
RYR4079;ALC;NCL;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
VLG1303;ALC;BCN;32A;Nubes altas;14/04/18
VLG1292;BCN;LCG;32A;Abertura de claros;14/04/18
AEA7233;MAD;LCG;EMBRAER ERJ-195;Nubes altas;14/04/18
IBE0512;MAD;LCG;AIRBUS A320;Nubes altas;14/04/18
AEA7235;MAD;LCG;EMBRAER ERJ-195;Nubes altas;14/04/18
VLG3970;PMI;LCG;32A;Lluvia;14/04/18
AEA7237;MAD;LCG;EMBRAER ERJ-195;Nubes altas;14/04/18
IBE8481;MAH;PMI;CANADAIR CRJ-900;Lluvia moderada;14/04/18
IBE8951;MAH;MAD;BOMBARDIER CRJ-1000;Lluvia moderada;14/04/18
AAL8615;MAH;MAD;BOMBARDIER CRJ-1000;Lluvia moderada;14/04/18
IBE8495;MAH;PMI;ATR-42/72;Lluvia moderada;14/04/18
VLG3713;MAH;BCN;AIRBUS A320;Lluvia moderada;14/04/18
IBE8483;MAH;PMI;BOMBARDIER CRJ-1000;Lluvia moderada;14/04/18
VLG3715;MAH;BCN;32A;Lluvia moderada;14/04/18
IBE8660;MAH;VIT;BOMBARDIER CRJ-1000;Lluvia moderada;14/04/18
VLG1341;MAH;ALC;32A;Lluvia moderada;14/04/18
AEA4532;MAH;PMI;ATR-72;Lluvia moderada;14/04/18
VLG2433;MAH;SVQ;AIRBUS A320;Lluvia moderada;14/04/18
IBE8499;MAH;PMI;ATR-42/72;Lluvia moderada;14/04/18
EZY8304;MAH;LGW;AIRBUS A319;Lluvia moderada;14/04/18
AEA4530;MAH;PMI;ATR-72;Lluvia moderada;14/04/18
RYR6882;MAH;BCN;BOEING 737-800 WINGLETS;Lluvia moderada;14/04/18
IBE8493;MAH;PMI;BOMBARDIER CRJ-1000;Lluvia moderada;14/04/18
VLG3709;MAH;BCN;AIRBUS A320;Lluvia moderada;14/04/18
RYR6154;ACE;PIK;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
RYR2047;ACE;LBA;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
RYR3491;ACE;NCL;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
TVS3439;ACE;BES;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
IBB501;ACE;LPA;ATR-72;Nubes altas;14/04/18
IBB453;ACE;TFN;ATR-42/72;Nubes altas;14/04/18
IBE2277;ACE;TFN;ATR-42/72;Nubes altas;14/04/18
TVS3441;ACE;LIL;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
CNF704;ACE;LPA;ATR-42/72;Nubes altas;14/04/18
VLG3161;ACE;SVQ;AIRBUS A320;Nubes altas;14/04/18
TVP7307;ACE;WAW;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
TVS2415;ACE;DOL;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
VLG3281;ACE;BIO;AIRBUS A320;Nubes altas;14/04/18
IBB505;ACE;LPA;ATR-42/72;Nubes altas;14/04/18
IBB507;ACE;LPA;ATR-42/72;Nubes altas;14/04/18
AEA9076;ACE;MAD;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
EZS1250;ACE;BSL;AIRBUS A320;Nubes altas;14/04/18
RYR6209;ACE;NRN;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
VLG2481;ACE;BCN;32A;Nubes altas;14/04/18
RYR9123;GRO;EIN;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
RYR3213;GRO;MAN;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
RYR2344;GRO;NCL;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
RYR9803;GRO;STN;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
RYR4125;GRO;HHN;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
RYR6391;GRO;NRN;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
RYR9241;GRO;PSA;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
RYR9107;GRO;BVA;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
RYR6901;GRO;CRL;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
RYR9012;GRO;MLA;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
RYR6911;GRO;MST;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
RYR9375;GRO;TLL;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
RYR9002;GRO;BLL;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
RYR9307;GRO;PIK;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
RYR6393;GRO;NRN;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
