ID;ICAO;Name;Country;Active
3432;MXL;Maxair;Sweden;Y
3433;MXU;Maximus Air Cargo;United Arab Emirates;N
3434;MXJ;Maxjet Airways;United States;N
3435;MXS;Maxsus-Avia;Uzbekistan;N
3436;MXP;May Air Xpress;United States;N
3437;MYD;Maya Island Air;Belize;Y
3438;MYI;Mayair;Mexico;N
3439;MBS;Mbach Air;Malawi;N
3440;MCH;McAlpine Helicopters;United Kingdom;N
3441;MKL;McCall Aviation;United States;N
3442;DAC;McDonnell Douglas;United States;N
3443;MDS;McNeely Charter Services;United States;N
3444;MEK;Med-Trans of Florida;United States;N
3445;MDM;Medavia Company;Malta;N
3446;MRZ;Medical Air Rescue Services;Zimbabwe;N
3447;MCL;Medical Aviation Services;United Kingdom;N
3448;MDF;Mediterranean Air Freight;Greece;N
3449;MDY;Mediterranean Airways;Egypt;N
3450;MEJ;Medjet International;United States;N
3451;MGK;Mega;Kazakhstan;N
3452;MEL;Mega Linhas Aereas;Brazil;N
3453;MKN;Mekong Airlines;Cambodia;N
3454;MNJ;Menajet;Lebanon;N
3456;MXX;Merchant Express Aviation;Nigeria;N
3457;MEC;Mercury Aircourier Service;United States;N
3458;POV;Meridian;Ukraine;N
3459;MRD;Meridian Air Cargo;United States;N
3460;MHL;Meridian Airlines;Nigeria;N
3461;DSL;Meridian Aviation;United Kingdom;N
3462;MEM;Meridian Limited;Ukraine;N
3463;ISS;Meridiana;Italy;Y
3464;MEI;Merlin Airways;United States;N
3465;MNA;Merpati Nusantara Airlines;Indonesia;Y
3466;ASH;Mesa Airlines;United States;Y
3467;MES;Mesaba Airlines;United States;Y
3468;MSQ;Meta Linhas A;Brazil;N
3469;MET;Meteorological Research Flight;United Kingdom;N
3470;MER;Methow Aviation;United States;N
3471;MVI;Metro Business Aviation;United Kingdom;N
3472;MEX;Metro Express;United States;N
3473;MTR;Metroflight;United States;N
3474;MTJ;Metrojet;Hong Kong SAR of China;N
3475;PIX;Metropix UK;United Kingdom;N
3476;MPS;Metroplis;Netherlands;N
3477;MXB;Mex Blue;Mexico;N
3478;MJT;Mex-Jet;Mexico;N
3479;MXA;Mexicana de Aviaci;Mexico;Y
3480;MXT;Mexico Transportes Aereos;Mexico;N
3481;HUR;Miami Air Charter;United States;N
3482;BSK;Miami Air International;United States;N
3483;OWL;Miami Valley Aviation;United States;N
3484;MPT;Miapet-Avia;Armenia;N
3485;BIB;Michelin Air Services;France;N
3486;WIZ;Micromatter Technology Solutions;United Kingdom;N
3487;NYL;Mid Airlines;Sudan;N
3488;MPA;Mid-Pacific Airlines;United States;N
3489;MJR;Midamerica Jet;United States;N
3490;MEA;Middle East Airlines;Lebanon;Y
3491;MID;Midland Airport Services;United Kingdom;N
3492;MFR;Midline Air Freight;United States;N
3493;MIS;Midstate Airlines;United States;N
3494;MDW;Midway Airlines;United States;Y
3495;FLA;Midway Express;United States;N
3496;FAX;Midwest Air Freighters;United States;N
3497;MEP;Midwest Airlines;United States;Y
3498;MWA;Midwest Airlines (Egypt);Egypt;Y
3499;NIT;Midwest Aviation;United States;N
3500;MWT;Midwest Aviation Division;United States;N
3501;HTE;Midwest Helicopters De Mexico;Mexico;N
3502;MAB;Millardair;Canada;N
3503;RJM;Millen Corporation;United Kingdom;N
3504;MLK;Millennium Air;Nigeria;N
3505;MFS;Miller Flying Services;United States;N
3506;OXO;Million Air;United States;N
3507;MIM;Mimino;Russia;N
3508;NAB;Mina Airline Company;Egypt;N
3509;OMR;Minair;Central African Republic;N
3510;EBE;Minebea Technologies;United States;N
3511;MAZ;Mines Air Services Zambia;Zambia;N
3512;MNL;Miniliner;Italy;N
3513;MNS;Ministic Air;Canada;N
3514;WDG;Ministry of Agriculture;WATCHDOG;N
3515;LIR;Minsk Aircraft Overhaul Plant;Belarus;N
3516;MIR;Miramichi Air Service;Canada;N
3517;MIF;Miras;Kazakhstan;N
3518;MOS;Misr Overseas Airways;Egypt;N
3519;MAF;Mission Aviation Fellowship;Indonesia;N
3520;MSN;Missionair;Spain;N
3521;MRN;Missions Gouvernemtales Francaises;France;N
3522;BDG;Mississippi State University;United States;N
3523;MVA;Mississippi Valley Airways;United States;N
3524;MSA;Mistral Air;Italy;N
3525;MBO;Mobil Oil;Canada;N
3526;MXE;Mocambique Expresso;Mozambique;N
3527;MFZ;Mofaz Air;Malaysia;N
3528;MLE;Moldaeroservice;Moldova;N
3529;MDV;Moldavian Airlines;Moldova;Y
3530;MVG;Moldova;Moldova;N
3531;RRV;Mombasa Air Safari;Kenya;N
3532;MON;Monarch Airlines;United Kingdom;Y
3533;MNH;Monarch Airlines;United States;N
3535;MFC;Moncton Flying Club;Canada;N
3536;MDB;Monde Air Charters;United Kingdom;N
3537;MTI;Monerrey Air Taxi;Mexico;N
3538;MKY;Monky Aerotaxis;Mexico;N
3539;MGX;Montenegro Airlines;Montenegro;Y
3540;MNT;Montserrat Airways;Montserrat;N
3541;MNY;Mooney Aircraft Corporation;United States;N
3542;MAL;Morningstar Air Express;Canada;Y
3543;MSS;Morris Air Service;United States;N
3544;MRO;Morrison Flying Service;United States;N
3545;GAI;Moskovia Airlines;Russia;Y
3546;MPI;Mosphil Aero;Philippines;N
3547;MSI;Motor Sich;Ukraine;Y
3548;NZM;Mount Cook Airlines;New Zealand;N
3549;MTN;Mountain Air Cargo;United States;N
3550;MTC;Mountain Air Company;Sierra Leone;N
3551;PKP;Mountain Air Express;United States;N
3552;BRR;Mountain Air Service;United States;N
3553;MBI;Mountain Bird;United States;N
3554;MHA;Mountain High Aviation;United States;N
3555;MPC;Mountain Pacific Air;Canada;N
3556;MTV;Mountain Valley Air Service;United States;N
3557;MOW;Mowhawk Airlines;United States;N
3558;MDN;Mudan Airlines;Somali Republic;N
3559;CMJ;Mudanjiang General Aviation;China;N
3560;MTX;Multi Taxi;Mexico;N
3561;WBR;Multi-Aero;United States;N
3562;MFT;Multiflight;Desconocido;N
3563;MNZ;Murmansk Aircompany;Russia;N
3564;MUA;Murray Air;United States;N
3565;MMR;Musrata Air Transport;Libya;N
3566;MAW;Mustique Airways;Barbados;N
3567;MYW;My Way Airlines;Italy;N
3568;MYT;MyTravel Airways;United Kingdom;Y
3569;UBA;Myanma Airways;Myanmar;Y
3570;MMM;Myanmar Airways International;Myanmar;Y
3571;MYA;Myflug;Iceland;Y
3572;VKG;Mytravel Airways;Denmark;N
3573;NLG;NEL Cargo;Ivory Coast;N
3574;NHG;NHT Lineas Aereas;Brazil;N
3575;WAR;NZ Warbirds Association;New Zealand;N
3576;ANL;Nacoia Lda;Angola;N
3577;NHZ;Nada Air Service;Chad;N
3578;BFN;Compangnie Nationale Naganagani;Burkina Faso;N
3579;NAH;Nahanni Air Services Ltd;Canada;N
3580;NKL;Nakheel Aviation;United Arab Emirates;N
3581;MRE;Namibia Commerical Aviation;Namibia;N
3582;NDF;Namibian Defence Force;Namibia;N
3583;CNJ;Nanjing Airlines;China;N
3584;ACK;Nantucket Airlines;United States;N
3585;NYA;Nanyah Aviation;Israel;N
3586;NAP;Napier Air Service Inc;United States;N
3587;NCM;Nas Air;Angola;N
3589;NAS;Nasair;Eritrea;Y
3590;NJC;Nashville Jet Charters;United States;N
3591;NCO;Natalco Air Lines;S;N
3592;NTK;Natioanl Air Traffic Controllers Association;United States;N
3593;NSR;National Air Charter;Indonesia;N
3594;RFI;National Air Traffic Services;United Kingdom;N
3595;NAN;National Airlines;United States;N
3596;NCN;National Airlines;Chile;N
3597;ROK;National Airlines;United States;N
3598;NAL;National Airlines;United States;N
3599;KUS;National Airlines;South Africa;N
3601;LFI;National Airways Corporation;South Africa;N
3602;GTY;National Aviation Company;Egypt;N
3603;TNC;National Aviation Consultants;Canada;N
3604;NXT;National Express;United States;N
3605;GRD;National Grid;United Kingdom;N
3606;JTE;National Jet Express;Australia;N
3607;AND;National Jet Service;United States;N
3608;NJS;National Jet Systems;Australia;Y
3609;NAA;National Oceanic and Atmospheric Administration;United States;N
3610;NOL;National Overseas Airlines Company;Egypt;N
3611;NLS;Nationale Luchtvaartschool;Netherlands;N
3612;NAE;Nations Air Express Inc;United States;N
3613;NTW;Nationwide Airlines;South Africa;Y
3614;NWZ;Nationwide Airlines (Zambia);Zambia;N
3615;EVM;Natural Environment Research Council;United Kingdom;N
3616;NRR;Natureair;Costa Rica;N
3617;NRK;Naturelink Charter;South Africa;N
3618;RON;Nauru Air Corporation;Nauru;Y
3619;NVC;NAV CANADA;Canada;N
3620;NAV;Nav Flight Planning;Czech Republic;N
3621;NVP;Navegacao Aerea De Portugal;Portugal;N
3622;NAY;Navegacion Servicios Aereos Canarios SA;Spain;N
3623;IRI;Navid;Iran;N
3624;NVM;Naviera Mexicana;Mexico;N
3625;NVL;Navigator Airlines;Armenia;N
3626;XNV;Navinc Airlines Services;United States;N
3628;XNS;Navtech System Support;Canada;N
3629;NZA;Nayzak Air Transport;Libya;N
3630;NEB;State of Nebraska;United States;N
3631;NEC;Necon Air;Nepal;N
3632;NCG;Nederlandse Kustwacht;Netherlands;N
3633;NFT;Nefteyugansk Aviation Division;Russia;N
3634;NLA;Neiltown Air;Canada;N
3635;NLC;Nelair Charters;South Africa;N
3636;CGE;Nelson Aviation College;New Zealand;N
3637;RNA;Nepal Airlines;Nepal;Y
3638;NOS;Neos;Italy;N
3639;TOX;Neosiam Airways;Thailand;N
3640;NSL;Neric;United Kingdom;N
3641;EJA;NetJets;United States;Y
3642;NET;Network Aviation Services;Nigeria;N
3643;NEZ;New England Air Express;United States;N
3644;NEA;New England Airlines;United States;Y
3645;NHT;New Heights 291;South Africa;N
3646;NWD;New World Jet Corporation;United States;N
3647;NYH;New York Helicopter;United States;N
3648;GRY;New York State Police;United States;N
3649;KRC;New Zealand Air Defence Force;New Zealand;N
3650;HVA;Newair;United States;N
3651;NLT;Newfoundland Labrador Air Transport;Canada;N
3652;NTJ;NextJet;Sweden;Y
3653;NXF;Nextflight Aviation;United States;N
3654;NXS;Nexus Aviation;Nigeria;N
3655;NIS;Nicaraguense De Aviacion;Nicaragua;N
3656;NCN;Nicon Airways;Nigeria;N
3657;NGA;Nigeria Airways;Nigeria;N
3658;NGR;Nigerian Air Force;Nigeria;N
3659;NGX;Nigerian Global;Nigeria;N
3660;EXT;Night Express;Germany;N
3661;NLY;Niki;Austria;Y
3662;NKV;Nikolaev-Air;Ukraine;N
3663;NSA;Nile Safaris Aviation;Sudan;N
3664;NVA;Nile Valley Aviation Company;Egypt;N
3665;NLW;Nile Wings Aviation Services;Sudan;N
3666;NBS;Nimbus Aviation;United Kingdom;N
3667;NCA;Nippon Cargo Airlines;Japan;N
3668;NVK;Nizhnevartovskavia;Russia;N
3669;SRG;Search and Rescue 202;United Kingdom;N
3670;SRD;Search and Rescue 22;United Kingdom;N
3671;NOH;No. 32 (The Royal) Squadron RAF;United Kingdom;N
3672;AKG;84 Squadron Royal Air Force @ RAF Akrotiri;United Kingdom;N
3673;NBL;Nobil Air;Moldova;N
3674;NOK;Nok Air;Thailand;Y
3675;NRL;Nolinor Aviation;Canada;N
3676;NMD;Nomad Aviation;Namibia;N
3677;NOC;Norcopter;Norway;N
3678;NEF;Nord-Flyg;Sweden;N
3679;NES;Nordeste Linhas Aereas Regionais;Brazil;N
3680;NRD;Nordic Regional;Sweden;N
3681;NVD;Nordic Solutions;Lithuania;N
3682;NDS;Nordstree (Australia);Australia;N
3683;NRT;Norestair;Spain;N
3684;NCF;Norfolk County Flight College;United Kingdom;Y
3685;NOA;Norontair;Canada;N
3686;HMF;Norrlandsflyg;Sweden;N
3687;NRX;Norse Air Charter;South Africa;N
3688;NIR;Norsk Flyrjeneste;Norway;N
3689;NOR;Norsk Helikopter;Norway;N
3690;DOC;Norsk Luftambulanse;Norway;N
3691;RTV;Nortavia;Portugal;N
3692;NAI;North Adria Aviation;Croatia;N
3693;NTM;North American Airlines;Canada;Y
3694;HMR;North American Charters;Canada;Y
3695;NAJ;North American Jet Charter Group;United States;N
3696;NAT;North Atlantic Air Inc;United States;N
3697;NFC;North Atlantic Cargo;Norway;N
3698;NBN;North British Airlines;United Kingdom;N
3699;NCB;North Caribou Flying Service Ltd;Canada;N
3700;NCC;North Coast Air Services Ltd;Canada;N
3702;NFA;North Flying;Denmark;N
3703;NRC;North Sea Airways;Netherlands;N
3704;SBX;North Star Air Cargo;United States;N
3705;NRV;North Vancouver Airlines;Canada;N
3706;NWW;North West Airlines;Australia;N
3707;PTO;North West Geomatics;Canada;N
3708;NEN;North-East Airlines;Nigeria;N
3709;VBG;North-West Air Transport Company - Vyborg;Russia;N
3710;NWL;North-Wright Airways;Canada;N
3711;NLL;Northafrican Air Transport;Libya;N
3712;NFL;Northaire Feight Lines;United States;N
3713;NSF;Northamptonshire School of Flying;United Kingdom;N
3714;NCE;Northcoast Executive Airlines;United States;N
3715;NEE;Northeast Airlines;United States;N
3716;NPX;Northeast Aviation;United States;N
3717;NAC;Northern Air Cargo;United States;N
3718;BYC;Northern Airlines Sanya;China;N
3719;NDA;Northern Airways;United States;N
3720;CMU;Northern Aviation Service;Thailand;N
3722;NEX;Northern Executive Aviation;United Kingdom;N
3723;NIC;Northern Illinois Commuter;United States;N
3724;NTX;Northern Jet Management;United States;N
3725;NTA;Northern Thunderbird Air;Canada;N
3726;KOE;Northland Aviation;United States;N
3727;NSS;Northstar Aviation;United States;N
3728;NHL;Northumbria Helicopters;United Kingdom;N
3729;NAL;Northway Aviation Ltd;Canada;N
3730;NWE;Northwest Aero Associates;United States;N
3731;NWA;Northwest Airlines;United States;Y
3732;NWR;Northwest Regional Airlines;Australia;N
3733;NWT;Northwest Territorial Airways;Canada;N
3734;PLR;Northwestern Air;Canada;Y
3735;NWN;Northwinds Northern;Canada;N
3736;NAM;Nortland Air Manitoba;Canada;N
3737;NAX;Norwegian Air Shuttle;Norway;Y
3738;TFN;Norwegian Aviation College;Norway;Y
3739;XNT;Notams International;United States;N
3740;LBT;Nouvel Air Tunisie;Tunisia;Y
3741;NOV;Nova Airline;Sudan;N
3742;PTR;Nova Scotia Department of Lands and Forests;Canada;N
3743;NVR;Novair;Sweden;Y
3744;NVG;Novogorod Air Enterprise;Russia;N
3745;NSP;Novosibirsk Aircraft Repairing Plant;Russia;N
3746;NBE;Novosibirsk Aviaenterprise;Russia;N
3747;NPO;Novosibirsk Aviation Production Association;Russia;N
3748;NOY;Noy Aviation;Israel;N
3749;ACQ;Nuevo Continente;Peru;N
3750;NHR;Nuevo Horizonte Internacional;Mexico;N
3751;NUN;Nunasi-Central Airlines;Canada;N
3752;NIN;Nurman Avia Indopura;Indonesia;N
3753;NYS;Nyasa Express;Malawi;N
3754;KNE;Nas Air;Saudi Arabia;Y
3755;OCN;O Air;France;N
3756;OCM;O'Connor Airlines;Australia;N
3758;JPA;OSACOM;United States;N
3759;OHK;Oasis Hong Kong Airlines;Hong Kong;Y
3760;BCN;Ocean Air;Mauritania;Y
3761;VCX;Ocean Airlines;Italy;N
3762;OCS;Ocean Sky (UK);United Kingdom;N
3763;TUK;Ocean Wings Commuter Service;United States;N
3764;ONE;Oceanair;Brazil;Y
3766;ODS;Odessa Airlines;Ukraine;N
3767;ODY;Odyssey International;Canada;N
3768;FOC;Office Federal De'Aviation Civile;Switzerland;N
3769;GBO;Ogooue Air Cargo;Gabon;N
3770;OKJ;Okada Airlines;Nigeria;N
3771;OKP;Okapi Airways;Democratic Republic of Congo;N
3772;OKA;Okay Airways;China;N
3773;OKL;Oklahoma Department of Public Safety;United States;N
3774;OLX;Olimex Aerotaxi;Czech Republic;N
3775;KVK;Olimp Air;Kazakhstan;N
3776;OAL;Olympic Airlines;Greece;Y
3777;OLY;Olympic Aviation;Greece;N
3778;OMA;Oman Air;Oman;Y
3779;ORF;Oman Royal Flight;Oman;N
3780;OAV;Omni - Aviacao e Tecnologia;Portugal;N
3781;OAE;Omni Air International;United States;Y
3782;OMF;Omniflys;Mexico;N
3783;OMS;Omskavia Airline;Russia;N
3784;ORL;On Air Limited;Canada;N
3785;OTG;One Two Go Airlines;Thailand;Y
3786;OTM;Onetime Airlines Zambia;Zambia;N
3787;MED;Ontario Ministry of Health;Canada;N
3788;OHY;Onur Air;Turkey;Y
3789;OPA;Opal Air;Australia;N
3790;OSA;Open Sky Aviation;Lebanon;N
3791;BOS;OpenSkies;United Kingdom;N
3792;ORR;Operadora Turistica Aurora;Mexico;N
3793;OLE;Operadora de Lineas Ejecutivas;Mexico;N
3794;OTP;Operadora de Transportes Aereos;Mexico;N
3795;OPV;Operadora de Veulos Ejectutivos;Mexico;N
3796;LLO;Operation Enduring Freedom;Canada;N
3797;OAX;Operational Aviation Services;Australia;N
3798;ORD;Orange Air Services;Sierra Leone;N
3799;ORJ;Orange Air Sierra Leone;Sierra Leone;N
3800;ORE;Orange Aviation;Israel;N
3801;ORX;Orbit Express Airlines;Turkey;N
3802;ORK;Orca Air;Egypt;N
3803;BUE;Orebro Aviation;Sweden;N
3804;ORM;Orel State Air Enterprise;Russia;N
3805;ORB;Orenburg Airlines;Russia;Y
3806;OTA;Organizacion De Transportes Aereos;Mexico;N
3807;OML;Organizacoes Mambra;Angola;N
3808;OVV;Orient Air;Syrian Arab Republic;N
3809;OTR;Orient Airlines;Sudan;N
3810;ORN;Orient Airways;Pakistan;N
3811;OEA;Orient Thai Airlines;Thailand;Y
3812;NGK;Oriental Air Bridge;Japan;N
3813;OAC;Oriental Airlines;Nigeria;N
3814;OGN;Origin Pacific Airways;New Zealand;Y
3815;OED;Orion Air Charter;South Africa;N
3816;OIX;Orion-x;Russia;N
3817;KOV;Orlan-2000;Kazakhstan;N
3818;RNG;Ornage Aircraft Leasing;Netherlands;N
3819;OAD;Orscom Tourist Installations Company;Egypt;N
3820;OSH;Osh Avia;Kyrgyzstan;N
3821;OCO;Ostend Air College;Belgium;N
3822;OLT;Ostfriesische Lufttransport;Germany;Y
3823;FNL;Oulun Tilauslento;Finland;N
3824;RON;Our Airline;Nauru;N
3825;OOT;Out Of The Blue Air Safaris;South Africa;N
3826;OLA;Overland Airways;Nigeria;Y
3827;OXE;Oxaero;United Kingdom;N
3828;WDK;Oxford Air Services;United Kingdom;N
3829;OAA;Oxley Aviation;Australia;N
3830;OZR;Ozark Air Lines;United States;N
3831;OZJ;Ozjet Airlines;Australia;Y
3832;KTL;P & P Floss Pick Manufacturers;South Africa;N
3833;PCR;PAC Air;United States;N
3834;PNR;PAN Air;Spain;Y
3835;PBA;PB Air;Thailand;Y
3836;PDQ;PDQ Air Charter;United States;N
3837;XAS;PHH Aviation System;United States;N
3838;PDG;PLM Dollar Group;United Kingdom;N
3839;PUA;PLUNA;Uruguay;Y
3840;PMT;PMTair;Cambodia;Y
3841;PRP;PRT Aviation;Spain;N
3842;JIA;PSA Airlines;United States;N
3843;KST;PTL Luftfahrtunternehemen;Germany;N
3844;WIS;Paccair;United States;N
3845;PCE;Pace Airlines;United States;N
3846;PAB;Pacific Air Boats;Canada;N
3847;PRC;Pacific Air Charter;United States;N
3848;PCF;Pacific Air Express;United States;N
3849;PXP;Pacific Air Transport;United States;N
3850;PIC;Jetstar Pacific;Vietnam;Y
3851;PAK;Pacific Alaska Airlines;United States;N
3852;PCV;Pacific Aviation (Australia);Australia;N
3853;PCX;Pacific Aviation (United States);United States;N
3854;PBN;Pacific Blue;New Zealand;N
3855;PQA;Pacific Coast Airlines;United States;N
3856;PCO;Pacific Coastal Airline;Canada;Y
3857;PEC;Pacific East Asia Cargo Airlines;Philippines;Y
3858;PFA;Pacific Flight Services;Singapore;N
3859;PIN;Pacific International Airlines;United States;N
3860;PSA;Pacific Island Aviation;United States;Y
3861;PCJ;Pacific Jet;United States;N
3862;PPM;Pacific Pearl Airways;Philippines;N
3863;PAR;Pacific Rim Airways;Australia;N
3864;PSX;Pacific Southwest Airlines;United States;N
3865;NMI;Pacific Wings;United States;Y
3867;PFR;Pacificair Airlines;United States;N
3868;RCY;Package Express;United States;N
3869;PAE;Paisajes Espanoles;Spain;N
3870;PKW;Pak West Airlines;United States;N
3871;PIA;Pakistan International Airlines;Pakistan;Y
3872;PKR;Pakker Avio;Estonia;N
3873;LPA;Pal Aerolineas;Mexico;N
3874;PPC;Palau Asia Pacific Airlines;Palau;N
3875;PTP;Palau Trans Pacific Airline;Palau;N
3876;PNW;Palestinian Airlines;Egypt;N
3877;JSP;Palmer Aviation;United Kingdom;N
3878;PIR;Pamir Airways;Afghanistan;N
3879;PFN;Pan African Air Services;Sierra Leone;N
3880;ODM;Pan African Airways;Kenya;N
3881;PAX;Pan Air;United States;N
3882;XPA;Pan Am Weather Systems;United States;N
3883;PWD;Pan Am World Airways;Dominican Republic;N
3885;PAA;Pan American Airways;United States;N
3886;PAA;Pan American World Airways;United States;N
3887;PEA;Pan Europeenne Air Service;France;N
3888;PHT;Pan Havacilik Ve Ticaret;Turkey;N
3889;PMA;Pan Malaysian Air Transport;Malaysia;N
3890;PNC;Pan-Air;Mexico;N
3891;PNF;Panafrican Airways;Ivory Coast;N
3892;PGI;Panagra Airways;United States;N
3893;PEI;Panamedia;Spain;N
3894;PVI;Panavia;Panama;N
3895;PNH;Panh;Russia;N
3896;PHU;Pannon Air Service;Hungary;N
3897;PNM;Panorama;Spain;N
3898;PAH;Panorama Air Tour;United States;N
3899;AFD;Panorama Flight Service;United States;N
3900;PTN;Pantanal Linhas Aereas;Brazil;N
3901;HMP;Papair Terminal;Haiti;N
3902;PAI;Paradise Airways;United States;N
3903;PDI;Paradise Island Airways;United States;N
3904;PGX;Paragon Air Express;United States;N
3905;PGF;Paragon Global Flight Support;United Kingdom;N
3906;PRR;Paramount Airlines;Sierra Leone;N
3907;PMW;Paramount Airways;India;Y
3908;APE;Parcel Express;United States;N
3909;IRE;Pariz Air;Iran;N
3910;PRA;Pars Aviation Service;Iran;N
3911;PST;Parsa;Panama;N
3912;FAP;Parsons Airways Northern;Canada;N
3913;PSC;Pascan Aviation;Canada;N
3914;PTB;Passaredo Transportes Aereos;Brazil;Y
3915;PTC;Patria Cargas Aereas;Argentina;N
3916;BYT;Patriot Aviation Limited;United Kingdom;N
3917;ETL;Patterson Aviation Company;United States;N
3918;PHE;Pawan Hans;India;N
3919;IRP;Payam Air;Iran;N
3920;KGC;Peach Air;United Kingdom;N
3921;PRL;Pearl Air;Pakistan;N
3922;PBY;Pearl Air Services;Uganda;N
3923;HPA;Pearl Airways;Haiti;N
3924;PVU;Peau Vava%G?%@u;Tonga;N
3925;PXA;Pecotox Air;Moldova;N
3926;PGT;Pegasus Airlines;Turkey;Y
3927;PEV;Pegasus Aviation;Greece;N
3929;HAK;Pegasus Helicopters;Norway;N
3930;PDF;Pelican Air Services;South Africa;N
3931;PEX;Pelican Express;United States;N
3932;PAS;Pelita Air Service;Indonesia;N
3933;PEM;Pem-Air;Canada;N
3934;PDY;Pen-Avia;United Kingdom;N
3935;PEN;Peninsula Airways;United States;Y
3936;PNE;Peninter Aerea;Mexico;N
3937;PCA;Penya De L'Aire;Spain;N
3938;CVT;Peran;Kazakhstan;N
3939;PCC;Perforadora Central;Mexico;N
3940;PAG;Perimeter Aviation;Canada;N
3941;PGP;Perm Airlines;Russia;N
3942;PPQ;Personas Y Pasquetes Por Air;Mexico;N
3943;FPR;Peruvian Air Force;Peru;N
3944;INP;Peruvian Navy;Peru;N
3945;PMX;Petroleos Mexicanos;Mexico;N
3946;PHM;Petroleum Helicopters;United States;N
3947;PHC;Petroleum Helicopters de Colombia;Colombia;N
3948;PTK;Petropavlovsk-Kamchatsk Air Enterprise;Russia;N
3949;PTY;Petty Transport;United States;N
3950;PHV;Phenix Aviation;France;N
3951;PMY;Phetchabun Airline;Thailand;N
3952;PAL;Philippine Airlines;Philippines;Y
3953;PHI;Philips Aviation Services;Netherlands;N
3954;BCH;Phillips Air;United States;N
3955;PDD;Phillips Alaska;United States;N
3956;PHL;Phillips Michigan City Flying Service;United States;N
3957;PHB;Phoebus Apollo Aviation;South Africa;N
3958;KZM;Phoebus Apolloa Zambia;Zambia;N
3959;PHA;Phoenix Air Group;United States;N
3960;PHN;Phoenix Air Lines;Brazil;N
3961;PAM;Phoenix Air Service;Germany;N
3962;PPG;Phoenix Air Transport;United States;N
3963;WDY;Phoenix Airline Services;United States;N
3965;PHY;Phoenix Avia;Armenia;N
3966;PHG;Phoenix Aviation;Kyrgyzstan;N
3967;XPX;Phoenix Flight Operations;United States;N
3968;VAP;Phuket Air;Thailand;N
3969;PDT;Piedmont Airlines (1948-1989);United States;Y
3970;PCH;Pilatus Flugzeugwerke;Switzerland;N
3971;PLU;Pilatus PC-12 Center De Mexico;Mexico;N
3972;MKS;Pimichikamac Air;Canada;N
3973;PNP;Pineapple Air;Bahamas;N
3974;PIM;Pinframat;Angola;N
3975;PCL;Pinnacle Air Group;United States;N
3976;FLG;Pinnacle Airlines;United States;Y
3977;PIO;Pioneer Airlines;United States;N
3978;PER;Pioneers Limited;Pakistan;N
3979;PRN;Pirinair Express;Spain;N
3980;PLN;Planar;Angola;N
3981;PMS;Planemaster Services;United States;N
3982;PLZ;Planet Airways;United States;N
3983;PYZ;Players Air;United States;N
